20.89,23.1,0,451.3333333,0.003523482
20.89,23.1,0,452,0.003523482
20.89,23.1,0,452.5,0.003523482
20.85666667,23.06666667,0,450.5,0.00351112
20.89,23.1,0,445.6666667,0.003523482
20.89,23.1,0,449.5,0.003523482
20.89,23.1,0,450,0.003523482
20.89,23.1,0,454,0.003523482
20.89,23.1,0,452,0.003523482
20.89,23.1,0,453.75,0.003523482
20.89,23.1,0,448.5,0.003523482
20.89,23.1,0,447,0.003523482
20.89,23.1,0,447.75,0.003523482
20.89,23.1,0,452,0.003523482
20.89,23,0,454,0.003508143
20.84,23.05,0,455,0.003504952
20.89,23.1,0,455,0.003523482
20.85666667,23.06666667,0,449,0.00351112
20.89,23,0,449,0.003508143
20.89,23,0,452,0.003508143
20.89,23,0,449,0.003508143
20.79,22.89,0,450,0.003469731
20.79,22.89,0,452,0.003469731
20.84,22.945,0,449,0.003488896
20.79,22.89,0,448.3333333,0.003469731
20.79,22.84,0,448,0.003462109
20.79,22.84,0,449.5,0.003462109
20.79,22.89,0,454,0.003469731
20.79,22.89,0,452,0.003469731
20.79,22.89,0,454.5,0.003469731
20.7,22.89,0,454.5,0.003450445
20.745,22.84,0,454,0.003452476
20.7,22.89,0,454.5,0.003450445
20.745,22.84,0,454,0.003452476
20.79,22.79,0,458,0.003454488
20.7,22.79,0,455.5,0.003435287
20.7,22.79,0,452,0.003435287
20.76,22.79,0,458.3333333,0.003448077
20.7,22.79,0,460,0.003435287
20.7,22.79,0,455,0.003435287
20.7,22.79,0,455,0.003435287
20.73,22.79,0,449,0.003441677
20.7,22.79,0,459,0.003435287
20.7,22.7,0,457,0.003421646
20.73,22.7,0,454,0.003428011
20.7,22.7,0,452.5,0.003421646
20.7,22.7675,0,456.75,0.003431877
20.7,22.79,0,454.5,0.003435287
20.7,22.7,0,453.5,0.003421646
20.7,22.7,0,458,0.003421646
20.7,22.7,0,451.5,0.003421646
20.7,22.7,0,451,0.003421646
20.7,22.7,0,455.6666667,0.003421646
20.7,22.7,0,457.5,0.003421646
20.7,22.7,0,452,0.003421646
20.7,22.65,0,451,0.003414068
20.7,22.63333333,0,454.6666667,0.003411542
20.7,22.6,0,454.6666667,0.003406491
20.7,22.6,0,454.5,0.003406491
20.7,22.6,0,456,0.003406491
20.7,22.5,0,455,0.003391335
20.7,22.5,0,451.5,0.003391335
20.7,22.5,0,455,0.003391335
20.7,22.5,0,454.5,0.003391335
20.7,22.5,0,451.6666667,0.003391335
20.7,22.5,0,453.5,0.003391335
20.7,22.5,0,456.5,0.003391335
20.7,22.5,0,457,0.003391335
20.7,22.5,0,454,0.003391335
20.7,22.5,0,453.5,0.003391335
20.7,22.5,0,457,0.003391335
20.7,22.445,0,459,0.003383
20.7,22.5,0,459,0.003391335
20.7,22.39,0,454.75,0.003374666
20.7,22.39,0,457,0.003374666
20.7,22.39,0,458,0.003374666
20.7,22.39,0,449,0.003374666
20.7,22.39,0,451,0.003374666
20.7,22.39,0,457.5,0.003374666
20.7,22.39,356,457,0.003374666
20.7,22.4175,426,460.25,0.003378833
20.7,22.5,423.6666667,465.3333333,0.003391335
20.7,22.46333333,423.6666667,472.6666667,0.003385779
20.7225,22.5,419,470.75,0.003396065
20.73,22.5,419,472,0.003397643
20.7225,22.525,419,470.5,0.003399859
20.7675,22.65,411,478,0.003428371
20.79,22.79,411,492,0.003454488
20.815,22.8675,411,497.75,0.00347167
20.82333333,23.03333333,408.3333333,499,0.003498792
20.815,23.025,400,507,0.003495715
20.89,23.175,396,514.75,0.003534987
20.89,23.29,396,515,0.003552629
20.89,23.29,396,520.75,0.003552629
20.89,23.29,396,526,0.003552629
20.89,23.32333333,398.3333333,527,0.003557743
20.945,23.39,399.5,531.25,0.00358013
20.96333333,23.46333333,413,536,0.003595494
21,23.5,411,542.75,0.003609319
21,23.5,411,541,0.003609319
21,23.56666667,411,548.5,0.003619618
21,23.6,412.2,553.25,0.003624768
21,23.6,405,559.25,0.003624768
21,23.6,405,567.3333333,0.003624768
21,23.7,405,569,0.003640217
21,23.7,405,576,0.003640217
21.025,23.7225,405,578.75,0.003649329
21.025,23.7225,412,585.75,0.003649329
21.05,23.745,419,590,0.003658459
21.025,23.7225,419,590,0.003649329
21.1,23.76,419,587.6666667,0.003672112
21.075,23.72,419,594,0.003660236
21.03333333,23.66666667,419,602.3333333,0.003642565
21.075,23.7675,419,611,0.003667608
21.1,23.79,419,611.3333333,0.003676776
21.1,23.79,419,613,0.003676776
21.1,23.73,419,615,0.003667449
21.15,23.7225,419,615.75,0.003677624
21.2,23.745,419,620.5,0.003692515
21.2,23.79,419,630.6666667,0.003699555
21.2,23.79,419,640.5,0.003699555
21.26,23.85666667,423.6666667,641,0.00372375
21.29,23.865,422.5,650.75,0.00373196
21.29,23.89,422.5,650.5,0.003735893
21.29,23.89,419,651,0.003735893
21.32333333,23.92666667,428.3333333,654.6666667,0.003749364
21.29,24,424.6,664.25,0.003753199
21.34,24,426,675.4,0.003764793
21.29,24.05,429.5,675,0.003761065
21.29,24.1,419,679,0.003768932
21.315,24.175,426,685.5,0.003786568
21.29,24.2,419,689.3333333,0.003784666
21.29,24.2,433,692.75,0.003784666
21.34,24.15,433,695.5,0.003788467
21.32333333,24.1,433,693.3333333,0.003776691
21.29,24.1,433,694.25,0.003768932
21.34,24.2225,433,703,0.003799909
21.29,24.29,433,704.5,0.003798827
21.34,24.29,433,709,0.003810563
21.34,24.29,433,721.5,0.003810563
21.32333333,24.29,426.6666667,727,0.003806647
21.35666667,24.29,436.3333333,733,0.003814482
21.365,24.29,429,736.25,0.003816443
21.39,24.29,429,742,0.003822332
21.35666667,24.29,429,742.6666667,0.003814482
21.32333333,24.29,434,737,0.003806647
21.39,24.2675,444,739.25,0.003818769
21.32333333,24.29,444,752,0.003806647
21.39,24.29,444,753.75,0.003822332
21.365,24.2225,441.75,746.25,0.003805773
21.39,24.26,446,754.6666667,0.003817582
21.39,24.26,439,755.3333333,0.003817582
21.39,24.29,446.5,758.25,0.003822332
21.39,24.29,446,766.6,0.003822332
21.39,24.29,451.5,781,0.003822332
21.4175,24.315,455.25,785.5,0.003832783
21.39,24.29,447.3333333,789.6666667,0.003822332
21.445,24.34,444,787.5,0.003843257
21.46333333,24.35666667,455.6666667,787.6666667,0.003850253
21.5,24.39,454,782.5,0.003864276
21.5,24.39,457.3333333,782.3333333,0.003864276
21.5,24.39,454,786,0.003864276
21.5,24.35666667,465.6666667,786.6666667,0.003858962
21.5,24.365,465.5,785.25,0.003860291
21.5,24.29,469.6666667,788,0.003848335
21.525,24.5425,478.5,791.25,0.003894583
21.55,24.5175,471.25,808.75,0.003896587
21.6,24.39,473,812,0.00388815
21.6,24.55,484.5,811,0.003913817
21.7,24.7,482.5,817.75,0.003962194
21.7,24.69666667,487.5,833.25,0.003961656
21.7675,24.865,490,847.75,0.004005429
21.79,24.89,492,854,0.004015034
21.815,24.9175,497.25,863.5,0.004025682
21.84,25.0225,495.5,869.75,0.004048974
21.89,25.15,495.5,880,0.004082266
21.89,25.2,497,895.75,0.004090435
21.89,25.2,497,895.5,0.004090435
21.89,25.2925,495.5,910.75,0.004105549
21.9175,25.39,494,919.25,0.00412845
21.96333333,25.39333333,498.6666667,925.3333333,0.004140638
22,25.4725,504.25,933.75,0.004162997
22,25.5,506,936,0.004167521
22,25.519,505.75,939.375,0.004170647
22,25.538,505.5,942.75,0.004173773
22.025,25.5975,518.5,948.25,0.00418999
22.05,25.7475,508.5,961.5,0.004221183
22.06666667,25.79333333,503.6666667,969.3333333,0.004233077
22.06666667,25.89333333,496.3333333,973.6666667,0.004249601
22.1,25.92666667,503,986.3333333,0.004263823
22.1,25.945,506,994.5,0.004266859
22.1,26.075,489.5,1003.25,0.004288386
22.1,25.83,478,1006.666667,0.004247817
22.1,25.82333333,478,1009,0.004246713
22.1,25.8,483.25,998.75,0.00424285
22.1,25.8225,484,998,0.004246575
22.1,26.05,476,1008,0.004284246
22.1,26.1,486.5,1021,0.004292526
22.1,26.0725,476.25,1029.5,0.004287972
22.1,25.745,469,1025,0.004233743
22.1,25.79333333,459,1015,0.004241746
22.1,25.945,459,1011,0.004266859
22.1,26.03,459,1011.666667,0.004280934
22.125,26.025,460.25,1025,0.004286677
22.1,26.1,446.5,1026.75,0.004292526
22.1,26.1,466.5,1035,0.004292526
22.1,26.175,450.25,1032,0.004304946
22.1,26.2,439,1025.666667,0.004309086
22.1,26.1975,450.25,1026.5,0.004308672
22.1,26.2,454,1024,0.004309086
22.075,26.2,450.25,1023.5,0.004302479
22.075,26.2225,454,1026.5,0.0043062
22.1,26.29,454,1031.333333,0.004323991
22.1,26.29,454,1027,0.004323991
22.1,26.29,457.75,1031,0.004323991
22.1,26.35666667,462.3333333,1033,0.004335033
22.1,26.315,454,1037,0.004328132
22.1,26.39,456.5,1038,0.004340553
22.1,26.39,454,1034.5,0.004340553
22.1,26.39,461.5,1038.5,0.004340553
22.1,26.39,444,1037,0.004340553
22.1,26.5225,449.5,1037.5,0.004362499
22.125,26.4425,449.5,1032.75,0.004355927
22.1,26.47,449.5,1031.5,0.004353804
22.1,26.445,460,1039.25,0.004349663
22.1,26.5,453,1038,0.004358773
22.1,26.445,449.5,1040.25,0.004349663
22.1,26.5,449.5,1036.75,0.004358773
22.1,26.55,460,1045.5,0.004367054
22.1,26.5,453,1038,0.004358773
22.1,26.5,454.75,1041.75,0.004358773
22.1,26.6,449.5,1047.5,0.004375336
22.1,26.6,449.5,1045.5,0.004375336
22.1,26.575,449.5,1041.5,0.004371195
22.15,26.6,449.5,1043,0.004388782
22.1,26.7,455.5,1049,0.004391901
22.1,26.66666667,454,1048,0.00438638
22.1,26.675,454,1047,0.00438776
22.1,26.625,469,1047.4,0.004379478
22.1,26.65,469,1050,0.004383619
22.1,26.625,464,1047.75,0.004379478
22.1,26.65,469,1047,0.004383619
22.1,26.64,469,1048.25,0.004381962
22.1,26.63333333,459,1044,0.004380858
22.1,26.6,459,1036.5,0.004375336
22.05,26.575,469,1039,0.004357799
22.05,26.55,469,1039,0.00435367
22.025,26.4425,469,1034.25,0.004329269
22.05,26.34,469,1024.5,0.004318995
22,26.29,469,1024.75,0.004297525
22,26.29,469,1024,0.004297525
22,26.23,469,1021.666667,0.004287649
22.06666667,26.26,464,1016,0.004310195
22.05,26.245,454,1009,0.00430331
22.075,26.2925,454,1006.25,0.004317775
22.1,26.29,454,1007.5,0.004323991
22.1,26.245,461.5,1008,0.004316539
22.1,26.245,461.5,1002.5,0.004316539
22.1,26.245,464,999,0.004316539
22.1,26.245,459,1006,0.004316539
22.1,26.2,469,1003,0.004309086
22.08,26.216,461.5,1006.5,0.004306446
22.1,26.2,454,1014,0.004309086
22,26.1,454,1009,0.004266253
22.08,26.18,454,1009.6,0.004300492
22.025,26.125,454,1010.5,0.004276929
22,26.175,454,1012.5,0.004278597
22.03333333,26.23,454,1013.666667,0.004296435
22.075,26.2675,454,1023.25,0.004313641
22,26.2,439,1025,0.004282712
22.075,26.29,444.25,1022,0.004317361
22.06666667,26.35666667,453,1024,0.004326172
22.05,26.34,450.25,1030.5,0.004318995
22.06666667,26.35666667,454,1032,0.004326172
22.075,26.3425,454,1033,0.004326043
22.025,26.34,469,1031,0.004312371
22.025,26.315,463,1039,0.004308249
22.03333333,26.39,471,1044.333333,0.004322825
22.075,26.365,464,1039.5,0.004329763
22.075,26.365,464,1044,0.004329763
22.06666667,26.42666667,464,1044.666667,0.004337742
22.06666667,26.46333333,474,1051,0.004343802
22.1,26.5,479,1047,0.004358773
22.1,26.5,465.25,1054,0.004358773
22.1,26.5,469,1063.75,0.004358773
22.1,26.5,464,1063.5,0.004358773
22.1,26.525,466.75,1061.25,0.004362913
22.1,26.6,465.6666667,1065.666667,0.004375336
22.1,26.6,464,1073.25,0.004375336
22.1,26.6,459,1083.666667,0.004375336
22.1,26.6,454,1082,0.004375336
22.13333333,26.6,454,1077,0.004384296
22.1,26.6,454,1077.333333,0.004375336
22.175,26.6,454,1079.5,0.004395519
22.175,26.6,450.25,1077.75,0.004395519
22.175,26.6,442.75,1067.75,0.004395519
22.175,26.6,439,1070.25,0.004395519
22.2,26.6,439,1070.333333,0.004402265
22.2,26.6,449.5,1075.5,0.004402265
22.2,26.6,454.75,1076.5,0.004402265
22.2,26.6,448,1068,0.004402265
22.2,26.6,444,1071.5,0.004402265
22.15,26.6,444,1075.75,0.004388782
22.15,26.6,444,1073.25,0.004388782
22.2,26.6,454.6666667,1069,0.004402265
22.175,26.675,460,1062.5,0.004408
22.2,26.7,460,1066.25,0.004418932
22.2,26.76333333,449.3333333,1060,0.004429489
22.16666667,26.85666667,444,1077,0.004435966
22.2,26.79,444,1091.75,0.004433934
22.2,26.85666667,444,1097.333333,0.004445046
22.175,26.9175,440.25,1096.75,0.00444836
22.2,26.9175,444,1104,0.004455187
22.2,26.89,454.6666667,1105,0.004450603
22.2,26.9725,449.5,1104.75,0.004464356
22.2,27,454,1108.666667,0.00446894
22.2,27,454,1116.25,0.00446894
22.2,27,454,1120.666667,0.00446894
22.2,27.025,457.75,1127.25,0.004473108
22.2,27,454,1134.25,0.00446894
22.2,27,454,1131.25,0.00446894
22.2,27.05,454,1131,0.004477275
22.2,27,454,1129.75,0.00446894
22.2,27.06666667,454,1137.333333,0.004480054
22.2,27,449.5,1136.5,0.00446894
22.2,27.075,460,1129,0.004481443
22.2,27.1,444,1126.5,0.004485611
22.2,27.075,444,1133.25,0.004481443
22.2,27.06666667,444,1139,0.004480054
22.2,27.1,444,1137,0.004485611
22.175,27.1,444,1136.75,0.004478736
22.2,27.1,444,1131.25,0.004485611
22.2,27.03333333,444,1132.333333,0.004474497
22.2,27,444,1127.5,0.00446894
22.2,27.025,444,1114.5,0.004473108
22.2,27.1,460,1121.25,0.004485611
22.2,27.1,460,1124,0.004485611
22.175,27.175,454.75,1127.25,0.004491221
22.175,27.125,460,1136,0.004482898
22.175,27.125,458.5,1127.75,0.004482898
22.2,27.1,461.5,1122.5,0.004485611
22.2,27.1,464,1118,0.004485611
22.2,27.1,465.6666667,1110,0.004485611
22.2,27.075,481.5,1115,0.004481443
22.2,27.1,474,1119.75,0.004485611
22.2,27,486.5,1114,0.00446894
22.175,27,471.5,1104.75,0.004462091
22.2,27.06666667,474,1099.333333,0.004480054
22.2,27,481.5,1097.75,0.00446894
22.2,26.945,489,1093.5,0.004459771
22.2,27,504,1088,0.00446894
22.2,27,502.3333333,1083.666667,0.00446894
22.2,27,524,1085.5,0.00446894
22.2,26.96333333,550,1086.5,0.004462827
22.2,26.84,554.2,1081.8,0.004442268
22.26,26.85666667,562.3333333,1081,0.004461432
22.29,26.865,568.5,1063.25,0.004471042
22.315,26.865,606.5,1063,0.004477898
22.39,26.79,696.5,1078,0.004485874
22.39,26.9725,657.25,1086,0.004516655
22.42666667,27,744,1098.333333,0.004531459
22.4725,26.89,708.75,1099,0.004525545
22.53333333,26.82333333,607,1092.333333,0.004531083
22.575,26.84,660,1093.5,0.004545492
22.6,26.79,688.5,1100.5,0.004543905
22.6,26.815,558,1102,0.004548177
22.6,26.85666667,661.3333333,1105,0.004555296
22.675,26.89,665.5,1111.25,0.004581955
22.66666667,26.96333333,647.6666667,1108.333333,0.004592203
22.7,27.075,638,1124.25,0.004620769
22.7225,26.7475,558,1125.25,0.004570746
22.7,26.89,534,1106,0.004588962
22.7,26.89,520,1110.333333,0.004588962
22.7,26.9175,513.5,1117.5,0.00459369
22.7,26.89,531.25,1120,0.004588962
22.7,26.89,539,1113.666667,0.004588962
22.7,26.89,545.75,1104.75,0.004588962
22.675,26.865,604.75,1103.25,0.004577664
22.7,26.815,597.25,1102.75,0.004576069
22.7,26.7,528,1090,0.0045563
22.7,26.7,521,1086.25,0.0045563
22.7,26.66666667,535.6666667,1083.666667,0.00455057
22.675,26.575,533.25,1078.5,0.00452789
22.65,26.55,523.75,1064.75,0.004516692
22.66666667,26.56666667,524,1053,0.004524155
22.65,26.55,521,1051,0.004516692
22.625,26.4975,536.25,1041,0.004500811
22.6,26.39,548.3333333,1039,0.004475572
22.625,26.4975,565.75,1037.5,0.004500811
22.625,26.525,584.5,1043,0.004505516
22.6,26.5,535,1046.333333,0.004494363
22.6,26.5,546.3333333,1045.333333,0.004494363
22.6,26.5,630.5,1035.75,0.004494363
22.63333333,26.46,570.6666667,1029.666667,0.004496686
22.65,26.495,630,1034,0.004507267
22.675,26.525,732.75,1038.5,0.004519309
22.7225,26.4725,686.25,1027,0.004523411
22.76,26.39,635.5,1022,0.004519554
22.85666667,26.32333333,676,1024.75,0.004534741
22.89,26.245,567.25,1020,0.004530356
22.89,26.2,582.5,1015.5,0.004522532
22.89,26.1,618.75,1007,0.004505145
22.89,26.175,579.25,997.5,0.004518185
22.89,26.13333333,590.3333333,1002,0.00451094
22.89,26.1,584.5,1000,0.004505145
22.89,26,564,997.75,0.004487759
22.89,25.945,534,987,0.004478198
22.84,25.9175,496.5,983,0.004459787
22.82333333,25.85666667,340.6666667,983,0.00444472
22.79,25.865,38.75,979,0.004437124
22.79,25.82333333,31,977,0.004429925
22.79,25.9725,26.75,961.5,0.004455697
22.745,26,22,963.25,0.004448207
22.7,26,13,974,0.004435995
22.7,26.075,31,965.25,0.004448882
22.66666667,26.06666667,32.66666667,962.3333333,0.0044384
22.6,26.05,33.5,957,0.004417501
22.6,26.1,28,949.5,0.00442604
22.56666667,26.1,31,950.3333333,0.004417027
22.525,26.1,33.5,949.5,0.004405783
22.5,26.1,31,948.75,0.004399048
22.5,26.1,31,944,0.004399048
22.4175,26.05,33.5,934.5,0.004368445
22.39,26.1,33.5,931.75,0.004369525
22.39,26.1,28.66666667,928.6666667,0.004369525
22.39,26.1,46,930.5,0.004369525
22.39,26.1,53,923.25,0.004369525
22.39,26.1,71.5,921,0.004369525
22.34,26.1,103,916.5,0.004356163
22.32333333,26.1,91.66666667,912.3333333,0.004351717
22.29,26.1,90,902.25,0.004342837
22.29,26.1,81.66666667,903,0.004342837
22.29,26.1,112.75,898.5,0.004342837
22.29,26.16666667,334.3333333,900.3333333,0.004354007
22.29,26.15,472.25,893.75,0.004351215
22.29,26.1,503.5,892.5,0.004342837
22.2675,26.1725,567.5,883.5,0.004348983
22.29,26.29,569.25,879.25,0.004374674
22.29,26.26,490.6666667,887.3333333,0.004369647
22.29,26.2,487.3333333,890,0.004359593
22.29,26.2,500,891.25,0.004359593
22.29,26.2,524,891,0.004359593
22.29,26.175,545.3333333,881,0.004355404
22.315,26.1,520.6,866.25,0.004349495
22.29,26.1,509,864.6666667,0.004342837
22.34,26.1,476.5,870,0.004356163
22.315,26.1,471.5,862,0.004349495
22.29,26.1,464,857.5,0.004342837
22.29,26.1,464,851.3333333,0.004342837
22.29,26.1,459,846.75,0.004342837
22.29,26.1,459,844.6666667,0.004342837
22.29,26.1,454.75,843,0.004342837
22.29,26.1,444,840.5,0.004342837
22.29,26.025,456,831.25,0.004330271
22.29,26,461,829,0.004326082
22.29,26,461.5,825.5,0.004326082
22.29,26,464,813.6666667,0.004326082
22.29,26,476.5,819,0.004326082
22.29,26,489,819.5,0.004326082
22.29,25.945,489,810,0.004316867
22.29,25.945,484,809.5,0.004316867
22.29,25.96333333,454,801,0.004319939
22.2675,25.89,451,795,0.004301716
22.2675,25.89,449.5,785,0.004301716
22.2675,25.9175,449.5,795,0.004306317
22.29,25.92666667,453,795.25,0.004313796
22.245,25.89,451.75,797.5,0.004295788
22.29,25.89,459,797,0.004307653
22.2675,25.89,459,795.5,0.004301716
22.2675,25.865,464,784.5,0.004297534
22.29,25.89,454,775.5,0.004307653
22.23,25.82333333,454,777.3333333,0.004280711
22.2225,25.8925,448,775.5,0.004290283
22.2,25.96,453,780,0.004295614
22.2225,25.99,444,781.5,0.00430655
22.2,26.1225,444,776.75,0.00432269
22.2,26.05,444,782,0.00431061
22.2,26.213,441.9,788.6,0.00433777
22.2,26.376,439.8,795.2,0.004364933
22.2,26.6,442.5,818.5,0.004402265
22.2,26.66666667,447,828.3333333,0.004413376
22.2,26.745,443.5,837,0.004426433
22.2,26.82333333,441,832.6666667,0.00443949
22.2,26.945,438,847.5,0.004459771
22.2,27,438,849,0.00446894
22.2,26.9175,438,850,0.004455187
22.2,26.9175,447,842.5,0.004455187
22.2,27.1,441,839,0.004485611
22.245,27.125,438,847.75,0.004502188
22.2,27.19666667,441,860,0.004501727
22.2,27.4175,438,885.75,0.004538547
22.2,27.5,429,910,0.004552304
22.2675,27.4225,429,917.25,0.004558213
22.2,26.8975,438,919.75,0.004451853
22.23,27.73,441,932,0.004599115
22.2,27.745,438,942,0.00459316
22.2675,28.025,429,959.75,0.004659112
22.2,28,444,966.5,0.00463569
22.2,28.1,451,970.6666667,0.00465237
22.245,28.2225,454,988.75,0.004685722
22.2225,28.2225,465.25,996.75,0.004679259
22.2225,28.3675,474.5,1012,0.004703482
22.29,28.39,479,1021,0.004726771
22.245,28.245,525.5,1019.5,0.004689486
22.29,28.39,515,1020,0.004726771
22.29,28.5,494,1037,0.004745225
22.29,28.42666667,487.3333333,1047,0.004732922
22.315,28.39,474.5,1051,0.004734022
22.32333333,28.39,486,1052.333333,0.004736442
22.29,28.35666667,502.3333333,1048.333333,0.004721179
22.29,28.34,540.5,1050.5,0.004718383
22.34,28.39,504,1052.25,0.004741284
22.39,28.2,489,1053,0.004723766
22.39,28.2,490.25,1051,0.004723766
22.39,28.29333333,536.3333333,1049.666667,0.004739519
22.39,28.39,532,1054,0.004755836
22.39,28.2925,543,1067.75,0.004739378
22.42666667,28.2,543,1066.333333,0.00473439
22.445,28.245,543,1066.5,0.004747331
22.5,28.365,533.25,1081,0.004783741
22.46333333,28.32666667,527,1081.333333,0.004766511
22.5,28.3175,534,1084.5,0.004775668
22.55,28.3175,530,1082.5,0.004790309
22.5,28.34,524,1087.5,0.004779492
22.525,28.39,526.25,1094,0.004795324
22.5,28.39,522,1103.333333,0.004787989
22.5,28.03333333,517,1099.333333,0.00472738
22.525,28.025,513.5,1085,0.004733203
22.575,28.22,524,1086.25,0.004780998
22.6,28.2,513.5,1103,0.004784898
22.6,28.245,513.5,1106.75,0.004792592
22.5,28.29,513.5,1104,0.004770995
22.6,28.315,518,1102.25,0.004804562
22.55,28.2675,520.75,1097.5,0.004781786
22.6,28.29,525,1100,0.004800287
22.6,28.245,524.8333333,1101,0.004792592
22.6,28.2,524.6666667,1102,0.004784898
22.6,28.39,489,1102.5,0.004817386
22.6,28.39,474,1114,0.004817386
22.6,28.34,474,1112,0.004808837
22.6,28.1725,472.75,1113.5,0.004780196
22.6,28.1475,471.5,1105.25,0.004775922
22.6,28.23,464,1104.333333,0.004790028
22.6,28.13333333,469,1107.333333,0.004773499
22.575,28,465.25,1108.25,0.004743442
22.6,28,454,1101.666667,0.004750703
22.55,27.82,450.25,1097,0.004705513
22.525,27.815,449.5,1092.25,0.004697468
22.5,27.815,454.75,1102.75,0.004690284
22.5,27.745,449.5,1097,0.004678392
22.525,27.7,454.75,1086.333333,0.0046779
22.55,27.7,454.75,1092,0.004685063
22.5,27.6,460,1085,0.004653759
22.5,27.7,460,1084,0.004670747
22.5,27.6,436.5,1076.25,0.004653759
22.5,27.33,460,1060.666667,0.004607896
22.55,27.445,449.5,1051.5,0.004641612
22.5,27.4725,460.75,1062,0.0046321
22.5,27.39,461,1068.333333,0.004618087
22.5,27.34,454,1074,0.004609594
22.5,27.29,469,1072,0.004601102
22.5,27.315,469,1068,0.004605348
22.5,27.29,479.6666667,1072,0.004601102
22.5,27.2225,476.75,1072.75,0.004589637
22.5,27.2225,476.5,1074,0.004589637
22.5,27.2,474,1069,0.004585816
22.5,27.15,481.5,1068.25,0.004577324
22.5,27.2225,474,1079.75,0.004589637
22.4725,27.1975,479,1085,0.004577678
22.5,27.16666667,469,1066,0.004580154
22.5,27.125,474,1063.5,0.004573078
22.5,27.15,469,1065.5,0.004577324
22.5,27.125,474,1071.25,0.004573078
22.5,27.06666667,479,1068,0.004563171
22.5,27.1,478.5,1064.75,0.004568832
22.5,27.1,478.5,1070.75,0.004568832
22.5,27.1,477,1072.333333,0.004568832
22.5,27.025,470.25,1079.25,0.004556095
22.5,27,469,1063.5,0.00455185
22.5,27,460.6666667,1074.333333,0.00455185
22.5,26.9725,465.25,1068.75,0.00454718
22.5,26.73333333,452.3333333,1064,0.004506567
22.5,26.925,446.5,1048.5,0.004539113
22.5,26.9725,449.5,1054.5,0.00454718
22.5,27.05,460,1055.5,0.004560341
22.445,26.9,456,1064,0.004519625
22.4175,26.82,456,1063.25,0.004498504
22.39,26.69666667,444,1078,0.004470133
22.39,26.96333333,444,1067.333333,0.004515109
22.39,27.0225,454.75,1074.75,0.004525088
22.39,26.82333333,453,1077.333333,0.004491496
22.39,26.84,449.5,1072.75,0.004494307
22.39,26.745,449.5,1074.25,0.004478285
22.39,26.79,456,1074,0.004485874
22.35666667,26.73,449.3333333,1068.333333,0.004466625
22.39,26.5725,444,1062.75,0.004449194
22.39,26.675,444,1056.5,0.004466479
22.39,26.695,444,1054,0.004469852
22.39,26.745,444,1068,0.004478285
22.39,26.79,444,1074,0.004485874
22.4175,26.65,444,1078.75,0.004469785
22.4725,26.745,429,1077.5,0.004500966
22.445,26.695,429,1077.5,0.004484933
22.445,26.745,429,1083.25,0.004493394
22.42666667,26.69666667,429,1088,0.004480183
22.39,26.79,438,1086,0.004485874
22.42666667,26.73,441,1087.666667,0.004485817
22.39,26.5475,438,1075,0.004444978
22.39,26.4175,438,1067.75,0.004423057
22.39,26.53333333,441,1064,0.004442589
22.39,26.456,438,1063.25,0.004429549
22.39,26.26,432.75,1065.5,0.0043965
22.39,26.42666667,444,1068.666667,0.004424603
22.39,26.4175,444,1073.25,0.004423057
22.39,26.34,444,1061.5,0.004409989
22.39,26.32333333,444,1060.333333,0.004407179
22.39,26.46333333,444,1057.333333,0.004430785
22.39,26.015,444,1056.25,0.004355195
22.39,26.045,429,1046,0.004360252
22.39,26.29,435,1049.666667,0.004401559
22.39,26.2675,438,1052.75,0.004397765
22.39,26.29,438,1044.5,0.004401559
22.39,26.32333333,441,1053.666667,0.004407179
22.35666667,26.32333333,441,1059,0.00439819
22.39,26.34,438,1067.25,0.004409989
22.365,26.29,438,1067.25,0.004394824
22.32333333,26.39,441,1065.333333,0.004400411
22.34,26.39,438,1068.75,0.004404907
22.34,26.39,447,1074.75,0.004404907
22.32333333,26.46333333,447,1076.333333,0.004412726
22.365,26.4725,447,1077.5,0.004425549
22.315,26.3425,438,1073,0.004390193
22.34,26.145,438,1068,0.004363726
22.29,26.1425,438,1061.75,0.004349958
22.29,25.7,441,1045.666667,0.004275822
22.29,26.22,438,1041.5,0.004362944
22.29,26.2425,442.5,1051,0.004366714
22.29,26.125,438,1059.25,0.004347026
22.315,26.2,438,1065,0.004366277
22.29,26.175,442.5,1064.75,0.004355404
22.29,26.1,441,1054.666667,0.004342837
22.29,25.995,447,1042.5,0.004325244
22.2675,25.8925,438,1039,0.004302135
22.29,25.89,447,1036.333333,0.004307653
22.29,25.89,447,1036.5,0.004307653
22.29,25.85666667,433,1038.666667,0.004302068
22.245,25.7225,433,1030.5,0.004267805
22.23,25.66666667,433,1023.666667,0.004254563
22.29,25.6,433,1019.5,0.004259071
22.245,25.55,433,1010,0.004238989
22.2675,25.575,433,1002.75,0.004249021
22.29,25.56666667,433,1002.333333,0.004253488
22.2675,25.4975,433,998.75,0.004236057
22.245,25.55,433,1002,0.004238989
22.29,25.5,433,1002.25,0.004242321
22.29,25.5,433,1001.5,0.004242321
22.29,25.445,433,998.5,0.004233108
22.29,25.2,433,990.75,0.004192075
22.29,25.23,433,991,0.004197099
22.245,25.15,433,986,0.00417218
22.29,25.2675,433,976.25,0.004203379
22.29,25.2,433,966,0.004192075
